"#","Market","Type","Rate","Amount","Total","Timestamp"
"10211441","USNBT/BTC","Sell","0.00035385","0.26637719","0.000094","6/06/2017 10:01:00 PM"
"10211198","USNBT/BTC","Sell","0.00035423","1.72937119","0.000613","6/06/2017 9:56:00 PM"
"10209761","USNBT/BTC","Sell","0.00035333","1.94330200","0.000687","6/06/2017 9:26:00 PM"
"10208767","USNBT/BTC","Sell","0.00035326","0.51971425","0.000184","6/06/2017 9:04:00 PM"
"10207239","USNBT/BTC","Sell","0.00035645","836.02523322","0.298001","6/06/2017 8:27:00 PM"
"10206984","USNBT/BTC","Buy","0.00035735","34.56191888","0.012351","6/06/2017 8:21:00 PM"
"10154427","USNBT/BTC","Sell","0.00033470","34.56191888","0.011568","6/06/2017 3:03:00 AM"
"10154250","USNBT/BTC","Sell","0.00033603","0.49327974","0.000166","6/06/2017 3:01:00 AM"
"10154167","USNBT/BTC","Sell","0.00037428","0.17863071","0.000067","6/06/2017 2:59:00 AM"
"10154166","USNBT/BTC","Sell","0.00037525","0.49828187","0.000187","6/06/2017 2:59:00 AM"
"10154165","USNBT/BTC","Sell","0.00037700","39.78779841","0.015000","6/06/2017 2:59:00 AM"
"10154164","USNBT/BTC","Sell","0.00037710","0.31062704","0.000117","6/06/2017 2:59:00 AM"
"10154119","USNBT/BTC","Sell","0.00037884","72.10000000","0.027314","6/06/2017 2:59:00 AM"
"10152657","USNBT/BTC","Buy","0.00037790","0.48660612","0.000184","6/06/2017 2:33:00 AM"
"10152343","USNBT/BTC","Buy","0.00037958","0.51980134","0.000197","6/06/2017 2:27:00 AM"
"10149309","USNBT/BTC","Buy","0.00037383","25.95312865","0.009702","6/06/2017 1:40:00 AM"
"10148692","USNBT/BTC","Sell","0.00037959","0.47973240","0.000182","6/06/2017 1:33:00 AM"
"10148116","USNBT/BTC","Sell","0.00037889","0.53217865","0.000202","6/06/2017 1:24:00 AM"
"10147839","USNBT/BTC","Sell","0.00037967","0.18925903","0.000072","6/06/2017 1:19:00 AM"
"10147702","USNBT/BTC","Sell","0.00038099","0.53570217","0.000204","6/06/2017 1:17:00 AM"
"10146098","USNBT/BTC","Sell","0.00038114","3.30739751","0.001261","6/06/2017 12:51:00 AM"
"10142825","USNBT/BTC","Sell","0.00038117","0.30247482","0.000115","6/06/2017 12:00:00 AM"
"10141858","USNBT/BTC","Buy","0.00038213","305.73348926","0.116830","5/06/2017 11:44:00 PM"
"10141053","USNBT/BTC","Sell","0.00038531","25.95312865","0.010000","5/06/2017 11:33:00 PM"
"10140489","USNBT/BTC","Sell","0.00038442","0.20597647","0.000079","5/06/2017 11:24:00 PM"
"10139941","USNBT/BTC","Sell","0.00038523","1.83336358","0.000706","5/06/2017 11:13:00 PM"
"10134700","USNBT/BTC","Sell","0.00038358","0.44408295","0.000170","5/06/2017 10:01:00 PM"
"10133998","USNBT/BTC","Sell","0.00038661","0.12786725","0.000049","5/06/2017 9:49:00 PM"
"10133323","USNBT/BTC","Sell","0.00038731","0.12166149","0.000047","5/06/2017 9:38:00 PM"
"10126939","USNBT/BTC","Sell","0.00038496","0.22244277","0.000086","5/06/2017 7:35:00 PM"
"10120259","USNBT/BTC","Sell","0.00039298","0.59278304","0.000233","5/06/2017 6:55:00 PM"
"10119180","USNBT/BTC","Sell","0.00039336","0.40392139","0.000159","5/06/2017 6:37:00 PM"
"10111409","USNBT/BTC","Sell","0.00039441","0.47211672","0.000186","5/06/2017 4:14:00 PM"
"10107863","USNBT/BTC","Sell","0.00039660","0.22007928","0.000087","5/06/2017 3:08:00 PM"
"10107805","USNBT/BTC","Sell","0.00039752","0.23428032","0.000093","5/06/2017 3:07:00 PM"
"10098773","USNBT/BTC","Sell","0.00039888","0.31430354","0.000125","5/06/2017 12:20:00 PM"
"10098654","USNBT/BTC","Sell","0.00039888","0.41902655","0.000167","5/06/2017 12:17:00 PM"
"10097703","USNBT/BTC","Sell","0.00039942","0.35043304","0.000140","5/06/2017 12:00:00 PM"
"10095170","USNBT/BTC","Sell","0.00040110","0.18911340","0.000076","5/06/2017 11:13:00 AM"
"10093879","USNBT/BTC","Buy","0.00040241","0.11665269","0.000047","5/06/2017 10:47:00 AM"
"10093283","USNBT/BTC","Buy","0.00040208","0.17828997","0.000072","5/06/2017 10:35:00 AM"
"10085876","USNBT/BTC","Sell","0.00039905","0.35989723","0.000144","5/06/2017 8:18:00 AM"
"10085450","USNBT/BTC","Sell","0.00039905","0.15415678","0.000062","5/06/2017 8:08:00 AM"
"10085342","USNBT/BTC","Sell","0.00039907","0.13116653","0.000052","5/06/2017 8:05:00 AM"
"10074414","USNBT/BTC","Buy","0.00040124","0.32516408","0.000130","5/06/2017 3:52:00 AM"
"10073998","USNBT/BTC","Buy","0.00040045","249.17583392","0.099782","5/06/2017 3:41:00 AM"
"10070305","USNBT/BTC","Sell","0.00040080","0.02495010","0.000010","5/06/2017 2:25:00 AM"
"10070253","USNBT/BTC","Sell","0.00040080","249.50099800","0.100000","5/06/2017 2:24:00 AM"
"10069885","USNBT/BTC","Sell","0.00039934","1.10000000","0.000439","5/06/2017 2:14:00 AM"
"10069714","USNBT/BTC","Sell","0.00039993","0.26005537","0.000104","5/06/2017 2:10:00 AM"
"10069381","USNBT/BTC","Sell","0.00040229","0.33936173","0.000137","5/06/2017 2:04:00 AM"
"10069380","USNBT/BTC","Sell","0.00040229","0.37826786","0.000152","5/06/2017 2:04:00 AM"
"10062354","USNBT/BTC","Sell","0.00040618","0.27006634","0.000110","4/06/2017 10:52:00 PM"
"10062296","USNBT/BTC","Sell","0.00040618","0.12243949","0.000050","4/06/2017 10:51:00 PM"
"10061958","USNBT/BTC","Sell","0.00040637","0.11063096","0.000045","4/06/2017 10:43:00 PM"
"10058009","USNBT/BTC","Buy","0.00040960","1.00106668","0.000410","4/06/2017 9:12:00 PM"
"10057790","USNBT/BTC","Buy","0.00041012","0.34340826","0.000141","4/06/2017 9:05:00 PM"
"10057771","USNBT/BTC","Buy","0.00041012","18.47425693","0.007577","4/06/2017 9:05:00 PM"
"10057717","USNBT/BTC","Buy","0.00041012","0.15836040","0.000065","4/06/2017 9:03:00 PM"
"10057551","USNBT/BTC","Buy","0.00040442","0.31847845","0.000129","4/06/2017 8:59:00 PM"
"10057550","USNBT/BTC","Buy","0.00040442","0.14785571","0.000060","4/06/2017 8:59:00 PM"
"10050393","USNBT/BTC","Sell","0.00039897","0.58794188","0.000235","4/06/2017 6:22:00 PM"
"10050392","USNBT/BTC","Sell","0.00039897","0.19203406","0.000077","4/06/2017 6:22:00 PM"
"10049148","USNBT/BTC","Sell","0.00039896","0.49054314","0.000196","4/06/2017 5:58:00 PM"
"10049147","USNBT/BTC","Sell","0.00039896","0.34513668","0.000138","4/06/2017 5:58:00 PM"
"10046838","USNBT/BTC","Sell","0.00040516","18.47425693","0.007485","4/06/2017 5:17:00 PM"
"10043641","USNBT/BTC","Buy","0.00040269","18.56083998","0.007474","4/06/2017 4:17:00 PM"
"10040885","USNBT/BTC","Buy","0.00040386","0.37866885","0.000153","4/06/2017 3:20:00 PM"
"10039395","USNBT/BTC","Sell","0.00040327","18.31154424","0.007384","4/06/2017 2:49:00 PM"
"10039214","USNBT/BTC","Sell","0.00040113","0.24929574","0.000100","4/06/2017 2:44:00 PM"
"10039213","USNBT/BTC","Sell","0.00040240","0.30657218","0.000123","4/06/2017 2:44:00 PM"
"10038349","USNBT/BTC","Sell","0.00040239","0.30059536","0.000121","4/06/2017 2:27:00 PM"
"10031504","USNBT/BTC","Buy","0.00040490","500.00000000","0.202450","4/06/2017 11:33:00 AM"
"10028174","USNBT/BTC","Sell","0.00040400","0.52942375","0.000214","4/06/2017 10:15:00 AM"
"10027669","USNBT/BTC","Sell","0.00040582","0.15016031","0.000061","4/06/2017 10:04:00 AM"
"10019247","USNBT/BTC","Sell","0.00041053","0.27509701","0.000113","4/06/2017 6:55:00 AM"
"10014386","USNBT/BTC","Sell","0.00041296","0.33948025","0.000140","4/06/2017 4:46:00 AM"
"10014279","USNBT/BTC","Sell","0.00041305","0.27929270","0.000115","4/06/2017 4:44:00 AM"
"10011734","USNBT/BTC","Buy","0.00041939","0.43898971","0.000184","4/06/2017 3:40:00 AM"
"10011405","USNBT/BTC","Buy","0.00041874","0.51176340","0.000214","4/06/2017 3:30:00 AM"
"10009900","USNBT/BTC","Buy","0.00041090","0.38367468","0.000158","4/06/2017 2:52:00 AM"
"10009207","USNBT/BTC","Buy","0.00041046","0.34921747","0.000143","4/06/2017 2:38:00 AM"
"10006045","USNBT/BTC","Sell","0.00041051","0.21437423","0.000088","4/06/2017 1:43:00 AM"
"10005262","USNBT/BTC","Buy","0.00040623","0.36730131","0.000149","4/06/2017 1:25:00 AM"
"10004741","USNBT/BTC","Sell","0.00039000","1997.38787211","0.778981","4/06/2017 1:15:00 AM"
"10004337","USNBT/BTC","Buy","0.00040624","1.43510116","0.000583","4/06/2017 1:08:00 AM"
"10004336","USNBT/BTC","Buy","0.00040624","0.34084126","0.000138","4/06/2017 1:08:00 AM"
"10002048","USNBT/BTC","Buy","0.00040573","0.57094866","0.000232","4/06/2017 12:24:00 AM"
"10001782","USNBT/BTC","Sell","0.00040413","0.41936699","0.000169","4/06/2017 12:19:00 AM"
"10001497","USNBT/BTC","Sell","0.00039457","1.23459822","0.000487","4/06/2017 12:15:00 AM"
"10001496","USNBT/BTC","Sell","0.00039457","0.38184936","0.000151","4/06/2017 12:15:00 AM"
"10000116","USNBT/BTC","Sell","0.00039582","0.48720672","0.000193","3/06/2017 11:48:00 PM"
"9995342","USNBT/BTC","Sell","0.00039745","0.35842341","0.000142","3/06/2017 10:17:00 PM"
"9979706","USNBT/BTC","Sell","0.00041064","0.39480962","0.000162","3/06/2017 5:23:00 PM"
"9979438","USNBT/BTC","Sell","0.00041127","0.14673970","0.000060","3/06/2017 5:17:00 PM"
"9978691","USNBT/BTC","Sell","0.00041064","0.25302717","0.000104","3/06/2017 5:04:00 PM"
"9978357","USNBT/BTC","Sell","0.00041176","0.28447909","0.000117","3/06/2017 5:00:00 PM"
"9978356","USNBT/BTC","Sell","0.00041177","0.36712195","0.000151","3/06/2017 5:00:00 PM"
"9978355","USNBT/BTC","Sell","0.00041177","0.13755176","0.000057","3/06/2017 5:00:00 PM"
"9967889","USNBT/BTC","Buy","0.00041521","100.00000000","0.041521","3/06/2017 2:29:00 PM"
"9966686","USNBT/BTC","Buy","0.00041361","0.83801681","0.000347","3/06/2017 2:14:00 PM"
"9966685","USNBT/BTC","Buy","0.00041361","0.90800587","0.000376","3/06/2017 2:14:00 PM"
"9965138","USNBT/BTC","Buy","0.00041426","0.32106926","0.000133","3/06/2017 1:54:00 PM"
"9963878","USNBT/BTC","Sell","0.00040273","496.61063243","0.200000","3/06/2017 1:36:00 PM"
"9963340","USNBT/BTC","Sell","0.00040129","0.28583221","0.000115","3/06/2017 1:20:00 PM"
"9960442","USNBT/BTC","Buy","0.00040286","0.19215711","0.000077","3/06/2017 12:19:00 PM"
"9959811","USNBT/BTC","Sell","0.00040287","1.29723619","0.000523","3/06/2017 12:05:00 PM"
"9959554","USNBT/BTC","Sell","0.00040287","0.38249516","0.000154","3/06/2017 12:00:00 PM"
"9959390","USNBT/BTC","Sell","0.00040287","0.20011844","0.000081","3/06/2017 11:57:00 AM"
"9958968","USNBT/BTC","Sell","0.00040333","0.20200766","0.000081","3/06/2017 11:48:00 AM"
"9957984","USNBT/BTC","Buy","0.00040492","0.82305563","0.000333","3/06/2017 11:28:00 AM"
"9956179","USNBT/BTC","Sell","0.00040493","0.80807497","0.000327","3/06/2017 10:51:00 AM"
"9955254","USNBT/BTC","Sell","0.00040500","0.84567116","0.000342","3/06/2017 10:35:00 AM"
"9953667","USNBT/BTC","Buy","0.00041775","0.18546189","0.000077","3/06/2017 10:06:00 AM"
"9952672","USNBT/BTC","Sell","0.00040661","0.30040830","0.000122","3/06/2017 9:47:00 AM"
"9948943","USNBT/BTC","Buy","0.00042088","2.94996425","0.001242","3/06/2017 8:18:00 AM"
"9947679","USNBT/BTC","Sell","0.00041829","0.35949467","0.000150","3/06/2017 7:49:00 AM"
"9945636","USNBT/BTC","Sell","0.00042256","3.27185799","0.001383","3/06/2017 6:58:00 AM"
"9945318","USNBT/BTC","Sell","0.00042283","3.25556826","0.001377","3/06/2017 6:51:00 AM"
"9928258","USNBT/BTC","Sell","0.00041890","0.36533493","0.000153","3/06/2017 12:23:00 AM"
"9927407","USNBT/BTC","Sell","0.00042068","0.34832823","0.000147","3/06/2017 12:02:00 AM"
"9926124","USNBT/BTC","Sell","0.00042185","0.14205296","0.000060","2/06/2017 11:35:00 PM"
"9925452","USNBT/BTC","Sell","0.00042218","0.41434421","0.000175","2/06/2017 11:19:00 PM"
"9924824","USNBT/BTC","Buy","0.00041913","105.03986005","0.044025","2/06/2017 11:07:00 PM"
"9923802","USNBT/BTC","Sell","0.00042273","0.16206317","0.000069","2/06/2017 10:41:00 PM"
"9923239","USNBT/BTC","Sell","0.00042164","0.67130949","0.000283","2/06/2017 10:27:00 PM"
"9922885","USNBT/BTC","Sell","0.00042394","0.16568556","0.000070","2/06/2017 10:18:00 PM"
"9911273","USNBT/BTC","Buy","0.00043221","0.15504445","0.000067","2/06/2017 6:27:00 PM"
"9910306","USNBT/BTC","Sell","0.00043165","0.24563108","0.000106","2/06/2017 6:09:00 PM"
"9909582","USNBT/BTC","Sell","0.00042999","0.13857363","0.000060","2/06/2017 5:55:00 PM"
"9909190","USNBT/BTC","Sell","0.00043164","0.41313094","0.000178","2/06/2017 5:47:00 PM"
"9909189","USNBT/BTC","Sell","0.00043164","0.32022188","0.000138","2/06/2017 5:47:00 PM"
"9909188","USNBT/BTC","Sell","0.00043164","0.15640605","0.000068","2/06/2017 5:47:00 PM"
"9901198","USNBT/BTC","Buy","0.00043908","0.07791743","0.000034","2/06/2017 3:12:00 PM"
"9884241","USNBT/BTC","Buy","0.00043891","13.73620524","0.006029","2/06/2017 9:54:00 AM"
"9883918","USNBT/BTC","Buy","0.00043456","0.49673026","0.000216","2/06/2017 9:48:00 AM"
"9883591","USNBT/BTC","Sell","0.00043593","13.73620524","0.005988","2/06/2017 9:41:00 AM"
"9879649","USNBT/BTC","Buy","0.00042924","891.42578585","0.382636","2/06/2017 8:25:00 AM"
"9867092","USNBT/BTC","Sell","0.00041586","0.36842849","0.000153","2/06/2017 4:45:00 AM"
"9866510","USNBT/BTC","Sell","0.00043277","0.41354600","0.000179","2/06/2017 4:34:00 AM"
"9861922","USNBT/BTC","Buy","0.00043767","0.30313163","0.000133","2/06/2017 2:40:00 AM"
"9858459","USNBT/BTC","Buy","0.00043330","3.34640480","0.001450","2/06/2017 1:44:00 AM"
"9856393","USNBT/BTC","Sell","0.00043331","3.39383235","0.001471","2/06/2017 1:09:00 AM"
"9856218","USNBT/BTC","Sell","0.00043426","3.38059552","0.001468","2/06/2017 1:05:00 AM"
"9855059","USNBT/BTC","Sell","0.00043502","0.97748097","0.000425","2/06/2017 12:45:00 AM"
"9848999","USNBT/BTC","Sell","0.00043125","1.03325489","0.000446","1/06/2017 11:02:00 PM"
"9848880","USNBT/BTC","Buy","0.00043291","0.13576098","0.000059","1/06/2017 11:00:00 PM"
"9848879","USNBT/BTC","Buy","0.00043291","0.25212752","0.000109","1/06/2017 11:00:00 PM"
"9847930","USNBT/BTC","Sell","0.00043198","4.59104337","0.001983","1/06/2017 10:43:00 PM"
"9846947","USNBT/BTC","Buy","0.00043124","1.03080138","0.000445","1/06/2017 10:27:00 PM"
"9846107","USNBT/BTC","Buy","0.00042591","1.02951643","0.000438","1/06/2017 10:13:00 PM"
"9486733","USNBT/BTC","Buy","0.00048848","1104.44196219","0.539498","28/05/2017 9:22:00 AM"
"9453190","USNBT/BTC","Buy","0.00048848","17263.76663134","8.433005","27/05/2017 9:40:00 PM"
"9453189","USNBT/BTC","Buy","0.00049242","7735.83554781","3.809280","27/05/2017 9:40:00 PM"
"9452451","USNBT/BTC","Buy","0.00049242","12264.16445219","6.039120","27/05/2017 9:16:00 PM"
"9452052","USNBT/BTC","Sell","0.00049438","0.24189780","0.000120","27/05/2017 8:59:00 PM"
"9451801","USNBT/BTC","Sell","0.00049572","0.21916597","0.000109","27/05/2017 8:51:00 PM"
"9450030","USNBT/BTC","Sell","0.00050103","0.75843762","0.000380","27/05/2017 7:48:00 PM"
"9448949","USNBT/BTC","Sell","0.00049713","0.50908321","0.000253","27/05/2017 7:03:00 PM"
"9448515","USNBT/BTC","Buy","0.00050199","0.34745300","0.000174","27/05/2017 6:45:00 PM"
"9448404","USNBT/BTC","Buy","0.00050347","0.39733523","0.000200","27/05/2017 6:41:00 PM"
"9447635","USNBT/BTC","Buy","0.00050335","0.12031152","0.000061","27/05/2017 6:13:00 PM"
"9447095","USNBT/BTC","Buy","0.00048978","200.00000000","0.097956","27/05/2017 5:52:00 PM"
"9447030","USNBT/BTC","Buy","0.00048668","13.00000000","0.006327","27/05/2017 5:50:00 PM"
"9446878","USNBT/BTC","Sell","0.00048753","0.08857979","0.000043","27/05/2017 5:44:00 PM"
"9446159","USNBT/BTC","Sell","0.00048948","1.39339934","0.000682","27/05/2017 5:20:00 PM"
"9445861","USNBT/BTC","Sell","0.00048868","0.20735188","0.000101","27/05/2017 5:13:00 PM"
"9445744","USNBT/BTC","Sell","0.00049084","0.95367461","0.000468","27/05/2017 5:10:00 PM"
"9444987","USNBT/BTC","Sell","0.00049556","0.24667616","0.000122","27/05/2017 4:49:00 PM"
"9440700","USNBT/BTC","Buy","0.00051011","0.08297816","0.000042","27/05/2017 2:24:00 PM"
"9440675","USNBT/BTC","Buy","0.00052135","0.30961624","0.000161","27/05/2017 2:23:00 PM"
"9440612","USNBT/BTC","Buy","0.00051645","0.40797482","0.000211","27/05/2017 2:21:00 PM"
"9440611","USNBT/BTC","Buy","0.00051500","0.41944824","0.000216","27/05/2017 2:21:00 PM"
"9440001","USNBT/BTC","Sell","0.00051222","0.19876604","0.000102","27/05/2017 2:01:00 PM"
"9438853","USNBT/BTC","Sell","0.00050509","0.57090309","0.000288","27/05/2017 1:22:00 PM"
"9438740","USNBT/BTC","Buy","0.00050362","68.48272325","0.034489","27/05/2017 1:18:00 PM"
"9437833","USNBT/BTC","Sell","0.00051017","0.64274997","0.000328","27/05/2017 12:54:00 PM"
"9437416","USNBT/BTC","Sell","0.00052071","0.24954280","0.000130","27/05/2017 12:41:00 PM"
"9437415","USNBT/BTC","Sell","0.00052084","69.11911528","0.036000","27/05/2017 12:41:00 PM"
"9436844","USNBT/BTC","Sell","0.00052278","13.00000000","0.006796","27/05/2017 12:23:00 PM"
"9436829","USNBT/BTC","Sell","0.00052280","100.00000000","0.052280","27/05/2017 12:23:00 PM"
"9436611","USNBT/BTC","Buy","0.00051840","0.03333333","0.000017","27/05/2017 12:18:00 PM"
"9436413","USNBT/BTC","Buy","0.00052426","67.81576717","0.035553","27/05/2017 12:12:00 PM"
"9436126","USNBT/BTC","Buy","0.00052907","0.01679292","0.000009","27/05/2017 12:06:00 PM"
"9434540","USNBT/BTC","Sell","0.00053085","67.81576717","0.036000","27/05/2017 11:26:00 AM"
"9434513","USNBT/BTC","Sell","0.00053249","0.25405540","0.000135","27/05/2017 11:25:00 AM"
"9434358","USNBT/BTC","Sell","0.00053909","0.38902688","0.000210","27/05/2017 11:22:00 AM"
"9434264","USNBT/BTC","Sell","0.00054699","100.00000000","0.054699","27/05/2017 11:19:00 AM"
"9433571","USNBT/BTC","Buy","0.00053740","0.13190574","0.000071","27/05/2017 11:03:00 AM"
"9432878","USNBT/BTC","Sell","0.00054124","0.27996131","0.000152","27/05/2017 10:46:00 AM"
"9432294","USNBT/BTC","Buy","0.00053591","10.00000000","0.005359","27/05/2017 10:32:00 AM"
"9432189","USNBT/BTC","Buy","0.00054354","0.15065055","0.000082","27/05/2017 10:30:00 AM"
"9432104","USNBT/BTC","Buy","0.00054945","0.14336812","0.000079","27/05/2017 10:28:00 AM"
"9432072","USNBT/BTC","Buy","0.00054945","0.13643064","0.000075","27/05/2017 10:27:00 AM"
"9432038","USNBT/BTC","Buy","0.00054945","0.12981896","0.000071","27/05/2017 10:27:00 AM"
"9432018","USNBT/BTC","Buy","0.00054945","0.12353307","0.000068","27/05/2017 10:26:00 AM"
"9431735","USNBT/BTC","Buy","0.00054783","0.42223805","0.000231","27/05/2017 10:18:00 AM"
"9431723","USNBT/BTC","Buy","0.00054123","0.17675282","0.000096","27/05/2017 10:18:00 AM"
"9431420","USNBT/BTC","Buy","0.00053442","0.77220088","0.000413","27/05/2017 10:08:00 AM"
"9431334","USNBT/BTC","Buy","0.00053626","1.01988008","0.000547","27/05/2017 10:03:00 AM"
"9431333","USNBT/BTC","Buy","0.00053626","0.12350265","0.000066","27/05/2017 10:03:00 AM"
"9431124","USNBT/BTC","Buy","0.00052799","0.46828346","0.000247","27/05/2017 9:48:00 AM"
"9430946","USNBT/BTC","Buy","0.00053850","100.00000000","0.053850","27/05/2017 9:36:00 AM"
"9430894","USNBT/BTC","Buy","0.00053050","0.07490195","0.000040","27/05/2017 9:34:00 AM"
"9430651","USNBT/BTC","Buy","0.00051885","0.06222163","0.000032","27/05/2017 9:24:00 AM"
"9430409","USNBT/BTC","Buy","0.00051832","0.27891872","0.000145","27/05/2017 9:14:00 AM"
"9424498","USNBT/BTC","Buy","0.00052499","0.80833389","0.000424","27/05/2017 7:34:00 AM"
"9424354","USNBT/BTC","Buy","0.00053325","0.22384701","0.000119","27/05/2017 7:32:00 AM"
"9423312","USNBT/BTC","Buy","0.00051885","0.39960937","0.000207","27/05/2017 7:20:00 AM"
"9422846","USNBT/BTC","Sell","0.00051210","0.37745113","0.000193","27/05/2017 7:13:00 AM"
"9422461","USNBT/BTC","Buy","0.00051757","0.07418849","0.000038","27/05/2017 7:07:00 AM"
"9421008","USNBT/BTC","Buy","0.00051300","0.27378168","0.000140","27/05/2017 6:46:00 AM"
"9420901","USNBT/BTC","Buy","0.00051209","0.10281419","0.000053","27/05/2017 6:45:00 AM"
"9418602","USNBT/BTC","Sell","0.00050631","0.15370993","0.000078","27/05/2017 6:10:00 AM"
"9418601","USNBT/BTC","Sell","0.00050863","0.69245605","0.000352","27/05/2017 6:10:00 AM"
"9417564","USNBT/BTC","Buy","0.00051953","0.43207489","0.000224","27/05/2017 5:54:00 AM"
"9416726","USNBT/BTC","Buy","0.00051020","12.09555195","0.006171","27/05/2017 5:42:00 AM"
"9416184","USNBT/BTC","Buy","0.00050630","1.14505441","0.000580","27/05/2017 5:33:00 AM"
"9415870","USNBT/BTC","Buy","0.00049776","0.98590306","0.000491","27/05/2017 5:28:00 AM"
"9415545","USNBT/BTC","Buy","0.00049955","1.34612082","0.000672","27/05/2017 5:23:00 AM"
"9415544","USNBT/BTC","Buy","0.00049955","1.17844896","0.000589","27/05/2017 5:23:00 AM"
"9415091","USNBT/BTC","Buy","0.00049826","0.19279563","0.000096","27/05/2017 5:16:00 AM"
"9415005","USNBT/BTC","Buy","0.00049673","0.19997502","0.000099","27/05/2017 5:15:00 AM"
"9412973","USNBT/BTC","Sell","0.00049506","12.09555195","0.005988","27/05/2017 4:39:00 AM"
"9411925","USNBT/BTC","Buy","0.00048900","100.00000000","0.048900","27/05/2017 4:12:00 AM"
"9411497","USNBT/BTC","Buy","0.00047233","0.29832908","0.000141","27/05/2017 3:54:00 AM"
"9409924","USNBT/BTC","Buy","0.00046893","0.42317183","0.000198","27/05/2017 3:27:00 AM"
"9408829","USNBT/BTC","Buy","0.00046395","1.20000000","0.000557","27/05/2017 3:09:00 AM"
"9408403","USNBT/BTC","Buy","0.00046247","2.00000000","0.000925","27/05/2017 3:03:00 AM"
"9407369","USNBT/BTC","Sell","0.00045768","0.48607526","0.000222","27/05/2017 2:46:00 AM"
"9405524","USNBT/BTC","Sell","0.00046748","0.24606297","0.000115","27/05/2017 2:15:00 AM"
"9404400","USNBT/BTC","Buy","0.00047281","1.50000000","0.000709","27/05/2017 1:58:00 AM"
"9403334","USNBT/BTC","Sell","0.00047042","0.30303394","0.000143","27/05/2017 1:40:00 AM"
"9402955","USNBT/BTC","Sell","0.00047595","3.44719661","0.001641","27/05/2017 1:33:00 AM"
"9401989","USNBT/BTC","Buy","0.00047472","0.60916635","0.000289","27/05/2017 1:17:00 AM"
"9401940","USNBT/BTC","Buy","0.00047472","12.16979090","0.005777","27/05/2017 1:17:00 AM"
"9401411","USNBT/BTC","Buy","0.00047328","3.90086063","0.001846","27/05/2017 1:07:00 AM"
"9400958","USNBT/BTC","Buy","0.00046675","0.60086971","0.000280","27/05/2017 12:59:00 AM"
"9400247","USNBT/BTC","Buy","0.00046916","3.87478086","0.001818","27/05/2017 12:45:00 AM"
"9399176","USNBT/BTC","Sell","0.00046917","0.07743502","0.000036","27/05/2017 12:25:00 AM"
"9396039","USNBT/BTC","Buy","0.00047722","0.19960739","0.000095","26/05/2017 11:36:00 PM"
"9394292","USNBT/BTC","Buy","0.00047168","0.06774897","0.000032","26/05/2017 11:07:00 PM"
"9390805","USNBT/BTC","Sell","0.00044853","2.23549014","0.001003","26/05/2017 10:10:00 PM"
"9390143","USNBT/BTC","Buy","0.00045563","0.62959276","0.000287","26/05/2017 9:59:00 PM"
"9389303","USNBT/BTC","Buy","0.00045654","0.13979075","0.000064","26/05/2017 9:46:00 PM"
"9389233","USNBT/BTC","Buy","0.00045654","2.00717492","0.000916","26/05/2017 9:45:00 PM"
"9388450","USNBT/BTC","Buy","0.00045739","2.31339046","0.001058","26/05/2017 9:33:00 PM"
"9386236","USNBT/BTC","Sell","0.00045680","1.00000000","0.000457","26/05/2017 8:59:00 PM"
"9385909","USNBT/BTC","Sell","0.00046476","0.89454191","0.000416","26/05/2017 8:55:00 PM"
"9384317","USNBT/BTC","Sell","0.00048877","1.82679744","0.000893","26/05/2017 8:32:00 PM"
"9346382","USNBT/BTC","Sell","0.00040994","0.84791829","0.000348","26/05/2017 11:24:00 AM"
"9346318","USNBT/BTC","Buy","0.00040503","4734.58952841","1.917651","26/05/2017 11:24:00 AM"
"9346316","USNBT/BTC","Buy","0.00040830","10000.00000000","4.083000","26/05/2017 11:24:00 AM"
"9346241","USNBT/BTC","Sell","0.00040994","0.65417716","0.000268","26/05/2017 11:22:00 AM"
"9345683","USNBT/BTC","Sell","0.00041245","0.18625126","0.000077","26/05/2017 11:15:00 AM"
"9345175","USNBT/BTC","Sell","0.00041150","0.64679795","0.000266","26/05/2017 11:08:00 AM"
"9323557","USNBT/BTC","Sell","0.00041660","0.66737260","0.000278","26/05/2017 7:11:00 AM"
"9323370","USNBT/BTC","Sell","0.00041660","0.63123797","0.000263","26/05/2017 7:08:00 AM"
"9323140","USNBT/BTC","Sell","0.00041888","0.15553890","0.000065","26/05/2017 7:03:00 AM"
"9321687","USNBT/BTC","Buy","0.00042176","20000.00000000","8.435200","26/05/2017 6:36:00 AM"
"9320494","USNBT/BTC","Sell","0.00042362","0.12790973","0.000054","26/05/2017 6:16:00 AM"
"9318727","USNBT/BTC","Sell","0.00042978","0.06875048","0.000030","26/05/2017 5:42:00 AM"
"9315600","USNBT/BTC","Sell","0.00042964","0.39694806","0.000171","26/05/2017 4:45:00 AM"
"9311413","USNBT/BTC","Buy","0.00043401","0.02377685","0.000010","26/05/2017 3:31:00 AM"
"9309293","USNBT/BTC","Buy","0.00044344","0.98799288","0.000438","26/05/2017 2:54:00 AM"
"9308577","USNBT/BTC","Buy","0.00043638","1.12843525","0.000492","26/05/2017 2:41:00 AM"
"9304513","USNBT/BTC","Buy","0.00043904","0.27179771","0.000119","26/05/2017 1:28:00 AM"
"9302662","USNBT/BTC","Buy","0.00044999","0.27479899","0.000124","26/05/2017 12:59:00 AM"
